85.909	68.961
88.154	72.086
88.154	72.086
85.403	71.016
89.584	67.363
89.584	67.363
86.160	67.598
88.100	70.324
87.907	68.809
86.012	67.929
87.053	76.011
86.214	72.521
87.792	71.616
87.105	64.333
87.811	64.941
87.728	64.713
88.031	69.574
86.251	72.481
86.847	76.835
86.201	71.933
83.766	63.398
87.733	66.617
90.818	67.877
87.897	75.040
85.812	73.563
89.839	67.192
89.839	67.192
89.839	67.192
85.944	66.161
86.490	76.880
86.490	76.880
88.983	65.057
88.983	65.057
87.486	63.621
88.769	71.540
86.445	71.379
86.257	72.774
87.371	69.513
88.107	72.633
87.092	66.789
86.623	70.213
86.623	70.213
86.623	70.213
88.525	68.996
87.243	63.061
87.434	70.695
87.479	67.936
87.655	67.075
86.336	68.567
86.443	75.111
88.538	74.750
86.670	73.534
87.717	72.444
88.292	67.053
86.948	67.198
85.620	60.623
86.974	66.701
89.287	71.984
87.103	68.247
86.452	65.333
86.452	65.333
87.259	74.832
86.983	80.909
87.151	76.760
88.370	67.167
86.411	64.139
85.708	59.662
86.599	63.743
86.260	73.086
88.646	74.175
88.680	69.867
85.250	63.901
83.566	65.510
87.910	69.426
88.629	76.810
85.724	76.176
86.653	79.776
86.033	66.475
86.615	56.823
86.971	61.092
86.049	68.001
86.097	75.657
86.367	70.071
89.151	67.767
86.102	65.559
85.476	68.758
86.039	74.690
86.814	79.573
87.814	76.690
85.507	66.173
85.102	58.984
87.683	58.176
86.778	70.248
85.445	72.572
86.630	69.234
88.093	69.641
86.536	67.104
85.432	69.604
87.135	74.021
87.185	75.679
85.372	73.237
87.317	65.612
88.076	62.657
85.153	68.622
87.735	78.768
88.651	66.587
83.904	59.536
85.543	64.802
87.309	67.448
87.128	76.989
85.629	74.980
86.325	72.446
87.272	70.242
87.221	65.249
85.719	67.443
86.195	73.096
86.945	72.295
87.217	58.940
84.607	59.067
85.006	68.893
88.344	80.126
88.725	81.656
88.725	81.656
87.288	69.200
87.648	63.849
82.881	67.126
86.898	73.287
89.624	72.330
89.021	74.462
84.628	59.770
85.615	64.296
85.153	66.165
86.479	80.205
88.348	72.549
85.539	67.594
86.551	69.654
87.798	66.680
88.132	72.321
85.265	66.684
85.392	70.820
87.520	71.697
88.312	67.592
86.580	68.917
85.876	73.372
88.174	74.791
87.843	64.027
85.648	63.978
87.478	69.187
89.003	69.647
88.285	75.936
85.008	71.020
85.096	75.335
85.998	75.800
86.310	64.697
87.864	61.375
89.687	56.873
88.457	65.583
85.368	70.938
86.611	76.017
86.843	81.627
86.506	77.602
88.063	70.389
86.524	64.355
87.649	68.641
89.855	63.699
87.579	66.693
86.845	65.506
88.076	69.341
88.259	76.347
86.970	68.939
85.915	73.962
88.016	70.435
86.736	69.927
88.007	73.995
85.367	72.727
87.817	71.305
89.540	62.180
87.058	57.966
85.155	59.054
87.745	71.098
88.019	77.570
86.700	77.701
87.833	77.718
85.714	69.830
87.082	73.078
89.555	67.127
85.821	67.107
88.141	70.720
86.902	61.131
85.594	64.161
87.569	68.019
88.811	73.315
86.102	73.893
86.711	69.940
87.837	72.159
86.224	74.818
84.512	75.102
87.442	66.439
88.342	67.261
87.030	61.530
86.273	62.654
87.999	71.658
87.999	71.658
87.703	82.043
88.697	71.055
83.537	63.684
87.773	69.588
88.649	70.069
89.693	71.917
85.002	70.131
84.542	73.957
86.213	67.516
88.067	68.824
87.536	59.412
87.102	68.682
89.879	72.441
83.802	64.841
84.924	74.965
85.920	77.667
87.158	75.544
89.832	69.934
87.660	60.234
87.168	64.831
86.749	71.102
85.225	68.301
86.274	74.885
88.655	78.421
85.974	73.737
89.132	61.368
90.819	58.845
85.705	65.464
84.560	77.200
85.339	74.675
85.655	75.989
87.758	77.738
89.061	65.078
88.108	58.196
86.188	58.674
87.739	72.709
87.764	77.526
82.769	72.243
86.410	70.534
91.318	72.422
91.318	72.422
84.587	63.707
88.903	70.551
89.739	70.400
86.407	69.854
85.206	67.965
85.896	61.887
88.118	77.308
90.242	68.638
88.035	65.483
85.776	71.002
86.799	75.160
87.942	75.388
87.692	66.223
86.269	67.370
85.995	68.222
91.037	66.734
88.771	65.348
84.018	72.588
88.692	79.753
88.762	66.737
87.277	68.107
88.709	69.106
87.361	76.351
88.969	74.234
86.877	64.770
85.794	63.860
87.175	66.965
87.889	67.218
89.067	66.861
88.835	75.235
85.116	76.044
85.966	67.823
88.575	68.988
86.596	71.598
89.633	74.621
89.462	68.698
86.919	63.632
86.678	64.916
86.878	67.080
88.033	71.636
88.939	73.555
88.615	77.004
88.214	74.328
88.684	64.445
87.193	63.759
86.249	71.956
88.641	73.671
86.844	70.944
87.861	68.191
87.681	65.735
88.979	66.846
86.145	65.940
87.754	69.865
87.810	79.953
86.656	71.236
91.621	65.370
87.766	70.938
85.087	74.703
88.808	72.407
89.511	65.508
89.511	65.508
88.770	70.904
87.731	71.286
87.447	65.108
87.873	71.435
87.575	72.923
87.312	70.645
88.336	69.320
88.328	70.351
89.435	72.594
88.750	65.731
85.053	62.965
87.540	69.223
91.375	76.858
86.897	71.538
86.280	65.171
90.807	69.906
89.007	71.499
86.835	69.943
88.954	67.456
89.357	74.827
87.502	72.440
90.339	64.679
88.908	62.323
86.823	71.140
88.831	74.979
87.319	68.337
88.693	67.663
88.469	72.761
87.170	74.019
88.887	66.896
88.323	60.850
89.377	70.505
87.345	72.314
87.203	70.017
86.886	66.887
87.929	69.845
90.987	72.332
89.292	68.925
87.580	71.819
88.506	76.484
89.386	76.140
89.089	61.056
88.157	61.970
86.368	72.459
87.537	68.955
91.384	67.171
90.567	61.102
87.275	70.340
89.268	74.291
88.266	73.881
85.246	77.697
88.776	75.191
90.951	70.311
87.268	59.511
88.059	62.855
91.105	73.528
89.218	70.459
87.439	62.667
88.648	64.335
88.631	73.349
88.631	73.349
90.276	77.098
87.107	73.465
87.117	70.091
89.907	67.862
88.747	62.238
89.127	69.792
90.302	72.904
88.095	63.878
88.399	56.996
89.289	66.031
86.925	84.169
89.134	81.603
90.523	77.565
89.227	65.937
87.899	64.668
86.377	68.167
88.749	66.066
90.746	73.838
89.909	70.378
89.909	70.378
88.226	59.850
88.435	68.931
89.410	81.873
88.663	80.016
87.625	75.338
89.252	64.795
88.524	69.867
89.404	64.418
87.915	66.407
88.276	71.690
89.809	67.196
89.515	68.455
85.645	58.575
89.469	71.794
91.055	77.465
87.247	74.066
89.553	75.299
88.001	72.836
88.332	72.233
90.310	61.464
87.597	64.339
87.474	66.799
90.002	74.050
86.686	69.152
88.375	62.156
92.137	70.874
87.771	70.724
85.436	71.464
89.259	74.471
88.627	72.887
88.739	76.111
89.075	61.576
88.581	59.786
88.422	70.007
87.376	76.734
88.571	67.482
87.885	61.434
91.287	69.643
90.696	72.318
87.355	79.946
87.360	71.416
89.605	71.726
89.179	71.117
86.036	58.000
87.722	69.865
89.432	72.575
90.841	72.670
86.182	62.876
87.474	55.652
89.907	70.317
89.449	80.886
88.400	75.386
88.722	70.928
87.563	72.389
87.746	68.728
89.151	65.995
87.780	69.854
89.960	68.528
91.252	68.846
88.084	54.142
86.119	67.163
91.101	83.294
88.726	80.336
87.130	73.666
87.521	62.994
89.631	69.452
90.049	68.751
87.875	63.818
88.325	67.616
88.586	70.634
88.273	67.772
86.564	58.863
90.311	72.330
89.838	76.969
86.703	78.849
88.913	67.991
91.180	67.983
89.511	79.665
87.630	72.437
87.115	64.124
89.970	59.466
89.649	64.845
88.462	67.405
88.821	67.881
88.528	77.635
88.904	74.251
89.855	68.787
87.083	63.450
88.183	72.454
91.740	81.582
89.446	74.009
85.888	64.735
86.582	59.580
88.752	65.719
89.738	67.488
87.161	69.424
88.649	75.148
92.243	70.245
90.126	67.388
86.968	66.437
87.897	81.804
87.897	81.804
89.854	70.640
88.513	61.117
87.990	58.976
89.112	63.792
91.153	64.652
88.178	70.986
87.236	78.094
88.533	76.618
87.454	69.174
89.578	66.251
90.420	73.819
87.731	75.770
85.306	71.806
90.371	66.828
89.177	68.557
88.066	68.129
88.864	60.874
88.025	64.682
89.028	74.034
89.028	74.034
88.846	75.598
86.048	73.121
87.827	74.569
93.070	68.777
85.935	64.976
85.906	65.896
92.380	74.180
86.495	67.586
86.788	62.310
90.005	66.508
88.700	73.810
89.105	76.641
89.037	76.453
87.678	73.980
89.657	74.185
89.100	70.505
85.711	60.987
89.060	67.994
89.443	71.259
90.488	66.922
88.543	66.359
88.608	71.442
88.436	77.543
87.593	74.592
89.367	68.705
89.494	71.532
89.771	77.234
89.350	65.126
89.140	63.083
87.340	66.939
88.870	71.459
87.943	72.826
88.781	71.178
90.844	77.383
90.063	74.794
87.034	62.007
88.459	65.670
89.440	74.585
88.578	79.830
88.968	73.826
88.092	58.971
89.878	62.664
88.635	70.344
87.271	71.615
87.701	79.433
89.124	78.893
89.107	66.798
91.304	58.454
87.388	60.461
88.218	74.896
90.747	87.713
87.902	71.620
86.415	66.673
88.926	66.899
90.201	62.230
90.762	67.935
88.593	73.699
87.109	80.458
87.547	75.855
89.234	62.053
89.439	65.178
88.873	74.081
88.991	72.828
87.302	66.238
88.570	68.165
89.455	66.102
86.439	74.278
88.510	67.136
90.328	68.753
89.698	78.050
86.945	67.694
86.608	68.904
87.527	72.199
88.295	75.918
92.177	72.564
89.432	63.170
86.177	63.829
89.271	67.112
90.036	72.288
86.420	66.945
86.185	76.229
89.788	75.821
88.698	69.031
89.419	69.968
87.933	67.952
89.566	69.164
90.548	66.468
85.355	63.414
85.470	73.136
89.529	72.441
91.001	72.499
